Concert,Date,Venue,Location,Index
"Sabaton",2020-08-09 00:00:00.000,"Private Venue","Unknown City, Germany",1658
"Sabaton",2020-09-17 00:00:00.000,"PNC Music Pavilion","Charlotte, North Carolina, United States",1657
"Sabaton",2020-10-01 00:00:00.000,"","",1656
"Sabaton",2020-10-09 00:00:00.000,"Mission Ballroom","Denver, Colorado, United States",1655
"Sabaton",2020-10-15 00:00:00.000,"Microsoft Theater, L.A. Live","Los Angeles, California, United States",1654
"Sabaton",2020-10-22 00:00:00.000,"","",1653
"Sabaton",2020-02-04 00:00:00.000,"Sant Jordi Club","Barcelona, Catalonia, Spain",1639
"Sabaton",2020-02-05 00:00:00.000,"Palacio Vistalegre","Madrid, Madrid, Spain",1638
"Sabaton",2019-10-25 00:00:00.000,"Skyway Theatre","Minneapolis, Minnesota, United States",1625
"Sabaton",2019-12-01 00:00:00.000,"Silja Cruise Lines - Galaxy","Stockholm, Stockholm, Sweden",1613
"Sabaton",2019-12-02 00:00:00.000,"Silja Cruise Lines - Galaxy","Stockholm, Stockholm, Sweden",1613
"Sabaton",2019-12-01 00:00:00.000,"Stockholm","Stockholm, Stockholm, Sweden",1612
"Sabaton",2019-12-02 00:00:00.000,"Tallink Silja Baltic Queen","Stockholm, Stockholm, Sweden",1611
"Sabaton",2019-07-22 00:00:00.000,"Torget","Mariehamn, Finland",1607
"Sabaton",2019-07-27 00:00:00.000,"Kuopiorock Festival","Kuopio, Finland",1606
"Sabaton",2019-07-25 00:00:00.000,"Kuopiorock Festival","Kuopio, Finland",1606
"Sabaton",2019-07-25 00:00:00.000,"Väinölänniemi","Kuopio, Finland",1605
"Sabaton",2019-08-01 00:00:00.000,"Hauptstrasse","Wacken, Schleswig-Holstein, Germany",1595
"Sabaton",2019-08-17 00:00:00.000,"Sabaton Open Air","Falun, Dalarna, Sweden",1585
"Sabaton",2019-08-14 00:00:00.000,"Sabaton Open Air","Falun, Dalarna, Sweden",1585
"Sabaton",2019-08-17 00:00:00.000,"Lugnet","Falun, Dalarna, Sweden",1584
"Sabaton",2019-08-21 00:00:00.000,"Koelnmesse","Cologne, North Rhine-Westphalia, Germany",1583
"Sabaton",2019-08-23 00:00:00.000,"Im langen Lande","Sulingen, Germany",1579
"Sabaton",2019-10-11 00:00:00.000,"The Wiltern","Los Angeles, California, United States",1573
"Sabaton",2019-10-14 00:00:00.000,"Roseland Theater","Portland, Oregon, United States",1571
"Sabaton",2018-12-15 00:00:00.000,"Wargaming Fest","Moscow, Russian Federation",1569
"Sabaton",2019-04-29 00:00:00.000,"Showbox SoDo","Seattle, Washington, United States",1568
"Sabaton",2019-05-04 00:00:00.000,"Liberation Festival","Pilsen, Czech Republic",1567
"Sabaton",2019-05-10 00:00:00.000,"Aria Complex","San Gwann, Malta",1566
"Sabaton",2019-06-09 00:00:00.000,"","",1555
"Sabaton",2019-06-28 00:00:00.000,"Caja Mágica","Madrid, Madrid, Spain",1520
"Sabaton",2019-06-29 00:00:00.000,"Download Festival Madrid","Madrid, Madrid, Spain",1519
"Sabaton",2019-07-11 00:00:00.000,"Doctor Music Day","Barcelona, Catalonia, Spain",1518
"Sabaton",2019-07-14 00:00:00.000,"Doctor Music Day","Barcelona, Catalonia, Spain",1518
"Sabaton",2019-07-27 00:00:00.000,"Rockoff Festival","Mariehamn, Finland",1517
"Sabaton",2019-07-19 00:00:00.000,"Rockoff Festival","Mariehamn, Finland",1517
"Sabaton",2019-07-20 00:00:00.000,"Umeå Energi Arena","Umeå, Sweden",1516
"Sabaton",2018-03-23 00:00:00.000,"Download Melbourne 2018","Melbourne, Victoria, Australia",1515
"Sabaton",2018-03-27 00:00:00.000,"The Tivoli","Brisbane, Queensland, Australia",1510
"Sabaton",2018-08-05 00:00:00.000,"Taman Festival 2018","Veselovka, Russian Federation",1492
"Sabaton",2018-08-15 00:00:00.000,"Lugnet Arena","Falun, Dalarna, Sweden",1491
"Sabaton",2018-08-18 00:00:00.000,"Lugnet Arena","Falun, Dalarna, Sweden",1491
"Sabaton",2018-12-12 00:00:00.000,"Silja Galaxy","Stockholm, Stockholm, Sweden",1486
"Sabaton",2018-03-18 00:00:00.000,"Sabaton Download Melbourne 2018","Melbourne, Victoria, Australia",1465
"Sabaton",2017-10-01 00:00:00.000,"Goblincon","Istanbul, Istanbul, Turkey",1464
"Sabaton",2017-10-11 00:00:00.000,"Velicano","Khabarovsk, Russian Federation",1463
"Sabaton",2017-10-12 00:00:00.000,"SanRemo","Vladivostok, Russian Federation",1462
"Sabaton",2017-12-16 00:00:00.000,"UNIQ","Istanbul, Istanbul, Turkey",1458
"Sabaton",2017-12-18 00:00:00.000,"Silja Galaxy","Stockholm, Stockholm, Sweden",1457
"Sabaton",2017-06-28 00:00:00.000,"Bråvalla Flygfottilj","Norrköping, Östergötland, Sweden",1425
"Sabaton",2017-07-30 00:00:00.000,"Schlossfestpiele","Ludwigsburg, Baden-Württemberg, Germany",1414
"Sabaton",2017-08-23 00:00:00.000,"Messehalle","Cologne, North Rhine-Westphalia, Germany",1410
"Sabaton",2017-08-25 00:00:00.000,"Palladium Köln","Cologne, North Rhine-Westphalia, Germany",1409
"Sabaton",2017-09-09 00:00:00.000,"Areál městské sportovní haly","Havířov, Czechia",1408
"Sabaton",2017-03-18 00:00:00.000,"Göransson arena","Sandviken, Gävleborg, Sweden",1383
"Sabaton",2017-03-19 00:00:00.000,"Conventum","Orebro, Sweden",1382
"Sabaton",2017-03-21 00:00:00.000,"Valby Hallen","Copenhagen, Capital Region, Denmark",1381
"Sabaton",2017-03-25 00:00:00.000,"Frolundberg","Gothenburg, Västra Götaland, Sweden",1378
"Sabaton",2017-03-29 00:00:00.000,"Storsalen","Trondheim, Trøndelag, Norway",1374
"Sabaton",2017-03-31 00:00:00.000,"Umea Energi Arena","Umea, Sweden",1372
"Sabaton",2017-04-20 00:00:00.000,"Trocadero Theatre","Philadelphia, Pennsylvania, United States",1370
"Sabaton",2017-04-23 00:00:00.000,"Upstate Concert Hall","Clifton Park, New York, United States",1366
"Sabaton",2017-02-03 00:00:00.000,"St. Jakobshalle","Basel, Basel-City, Switzerland",1360
"Sabaton",2017-02-04 00:00:00.000,"brose ARENA","Bamberg, Bavaria, Germany",1359
"Sabaton",2017-02-24 00:00:00.000,"Helsinki Ice Arena","Helsinki, Uusimaa, Finland",1357
"Sabaton",2017-03-04 00:00:00.000,"Mala Sportovni Hala","Prague, Hlavní město Praha, Czechia",1349
"Sabaton",2017-03-06 00:00:00.000,"Belexpocentar","Belgrade, Central Serbia, Serbia",1347
"Sabaton",2017-03-08 00:00:00.000,"Piraeus 117 Academy","Athens, Attica, Greece",1345
"Sabaton",2017-03-09 00:00:00.000,"Fix Factory Of Sound","Thessaloníki, Greece",1343
"Sabaton",2017-03-13 00:00:00.000,"Dom Sportova Zagreb","Zagreb, City of Zagreb, Croatia",1339
"Sabaton",2017-03-14 00:00:00.000,"NTC Arena","Bratislava, Bratislava, Slovak Republic",1337
"Sabaton",2017-03-17 00:00:00.000,"Himmelstalundshallen","Norrkoping, Sweden",1334
"Sabaton",2017-01-19 00:00:00.000,"Santana 27","Bilbao, Basque Country, Spain",1324
"Sabaton",2017-01-22 00:00:00.000,"Palau Sant Jordi","Barcelona, Catalonia, Spain",1321
"Sabaton",2017-01-28 00:00:00.000,"MHP Arena Ludwigsburg","Ludwigsburg, Baden-Württemberg, Germany",1316
"Sabaton",2017-01-31 00:00:00.000,"Jahrhunderthalle Frankfurt","Frankfurt am Main, Hesse, Germany",1314
"Sabaton",2017-02-01 00:00:00.000,"Saarlandhalle","Saarbrucken, Germany",1312
"Sabaton",2016-11-06 00:00:00.000,"Kmasu Club Premiere","Santiago, Santiago Metropolitan, Chile",1311
"Sabaton",2016-11-07 00:00:00.000,"Blondie","Santiago, Santiago Metropolitan, Chile",1310
"Sabaton",2016-11-11 00:00:00.000,"Lunario del Auditorio Nacional","Mexico City, Mexico City, Mexico",1308
"Sabaton",2016-11-30 00:00:00.000,"Havana Club","Krasnoyarsk, Russian Federation",1304
"Sabaton",2016-12-02 00:00:00.000,"R Club","Novosibirsk, Russian Federation",1303
"Sabaton",2016-12-03 00:00:00.000,"Tele Club","Yekaterinburg, Russian Federation",1302
"Sabaton",2016-12-05 00:00:00.000,"Club Zvezda","Samara, Russian Federation",1301
"Sabaton",2016-12-07 00:00:00.000,"Arena Hall","Krasnodar, Russian Federation",1300
"Sabaton",2016-12-09 00:00:00.000,"A2","St. Petersburg, Russian Federation",1299
"Sabaton",2016-12-10 00:00:00.000,"Re:Public","Minsk, Minsk City, Belarus",1298
"Sabaton",2016-12-11 00:00:00.000,"Bud Arena","Moscow, Russian Federation",1297
"Sabaton",2016-12-17 00:00:00.000,"Kinostudija","Riga, Riga, Latvia",1293
"Sabaton",2016-12-18 00:00:00.000,"Menų fabrikas ""Loftas""","Vilnius, Vilnius, Lithuania",1292
"Sabaton",2016-10-28 00:00:00.000,"A Autentica","Belo Horizonte, Minas Gerais, Brazil",1271
"Sabaton",2016-10-29 00:00:00.000,"Via Marques","São Paulo, São Paulo, Brazil",1270
"Sabaton",2016-10-30 00:00:00.000,"Circo Voador","Rio de Janeiro, Rio de Janeiro, Brazil",1269
"Sabaton",2016-11-01 00:00:00.000,"Bar Da Montanha","Maresias, Brazil",1268
"Sabaton",2016-11-02 00:00:00.000,"Opiniao","Porto Alegre, Rio Grande do Sul, Brazil",1267
"Sabaton",2016-11-03 00:00:00.000,"Music Hall","Curitiba, Paraná, Brazil",1266
"Sabaton",2016-11-05 00:00:00.000,"Teatro Vorterix","Buenos Aires, Buenos Aires F.D., Argentina",1265
"Sabaton",2016-08-29 00:00:00.000,"Zajezdnia MPK","Wroclaw, Lower Silesia, Poland",1263
"Sabaton",2016-08-31 00:00:00.000,"Reading 3","Tel Aviv, Tel Aviv, Israel",1262
"Sabaton",2016-09-03 00:00:00.000,"Lakatamia Municipal Amphitheatre","Nicosia, Cyprus",1261
"Sabaton",2016-08-03 00:00:00.000,"Dyrehaven","Skanderborg, Denmark",1219
"Sabaton",2016-08-16 00:00:00.000,"Backstage Club","Munich, Bavaria, Germany",1214
"Sabaton",2016-08-19 00:00:00.000,"Grossmarkt","Hamburg, Hamburg, Germany",1209
"Sabaton",2016-02-23 00:00:00.000,"Le Rocher 1200","Cenon, France",1207
"Sabaton",2016-02-24 00:00:00.000,"Stereolux","Nantes, France",1206
"Sabaton",2016-05-27 00:00:00.000,"Westfalenhalle","Dortmund, North Rhine-Westphalia, Germany",1185
"Sabaton",2016-05-29 00:00:00.000,"Olympiastadion (Olympic Stadium)","Munich, Bavaria, Germany",1184
"Sabaton",2015-10-11 00:00:00.000,"Saitama Super Arena (さいたまスーパーアリーナ)","Saitama, Saitama, Japan",1180
"Sabaton",2015-10-10 00:00:00.000,"Saitama Super Arena (さいたまスーパーアリーナ)","Saitama, Saitama, Japan",1180
"Sabaton",2015-12-07 00:00:00.000,"Metropolis Arena","Skopje, North Macedonia",1178
"Sabaton",2015-12-17 00:00:00.000,"Silja Galaxy","Stockholm, Stockholm, Sweden",1177
"Sabaton",2015-12-19 00:00:00.000,"Barona Areena","Espoo, Finland",1176
"Sabaton",2016-01-08 00:00:00.000,"Lotto Arena","Antwerp, Flanders, Belgium",1175
"Sabaton",2016-02-05 00:00:00.000,"Hala Vodová","Brno, South Moravian, Czechia",1174
"Sabaton",2016-02-08 00:00:00.000,"Mikser House","Belgrade, Central Serbia, Serbia",1172
"Sabaton",2016-02-09 00:00:00.000,"Kino Šiška","Ljubljana, Ljubljana, Slovenia",1171
"Sabaton",2016-02-10 00:00:00.000,"Estragon","Bologna, Emilia-Romagna, Italy",1170
"Sabaton",2016-02-12 00:00:00.000,"Dornbirn Conrad Sohm","Dornbirn, Vorarlberg, Austria",1169
"Sabaton",2016-02-14 00:00:00.000,"Orpheum","Graz, Styria, Austria",1167
"Sabaton",2016-02-17 00:00:00.000,"Kulturfabrik Kofmehl","Solothurn, Switzerland",1165
"Sabaton",2016-02-19 00:00:00.000,"Komplex 457","Zurich, Zurich, Switzerland",1163
"Sabaton",2016-02-20 00:00:00.000,"Palazzo Chur","Chur, Switzerland",1162
"Sabaton",2016-02-22 00:00:00.000,"ESPACE JULIEN","Marseille, Provence-Alpes-Côte d'Azur, France",1161
"Sabaton",2015-07-18 00:00:00.000,"Chania Castle","Chania, Greece",1160
"Sabaton",2015-07-21 00:00:00.000,"Rockoff Festival","Mariehamn, Finland",1159
"Sabaton",2015-07-23 00:00:00.000,"Parc de Can Zam","Santa Coloma de Gramenet, Spain",1157
"Sabaton",2015-07-26 00:00:00.000,"Castle Beaufort","Beaufort, SC, US",1154
"Sabaton",2015-07-30 00:00:00.000,"MÁV Előre pálya","Székesfehérvár, Fejér, Hungary",1146
"Sabaton",2015-08-08 00:00:00.000,"Polideportivo Municipal","Villena, Spain",1144
"Sabaton",2015-08-05 00:00:00.000,"Polideportivo Municipal","Villena, Spain",1144
"Sabaton",2015-08-06 00:00:00.000,"Polideportivo Municipal de Villena","Villena, Spain",1136
"Sabaton",2015-08-07 00:00:00.000,"Catton Hall and Gardens","Walton-on-Trent, England, United Kingdom",1134
"Sabaton",2015-08-21 00:00:00.000,"","Sofia, Sofia-Capital, Bulgaria",1126
"Sabaton",2015-10-02 00:00:00.000,"Trondheim Metal Fest 2012","Trondheim, Trøndelag, Norway",1124
"Sabaton",2015-05-31 00:00:00.000,"Revolutionfest","Timisoara, Romania",1111
"Sabaton",2015-06-06 00:00:00.000,"Rock in Vienna","Vienna, Vienna, Austria",1109
"Sabaton",2015-06-14 00:00:00.000,"Amfiteáter","Banská Bystrica, Slovakia",1108
"Sabaton",2015-06-20 00:00:00.000,"Area Ex Base NATO","Naz-Sciaves, Italy",1106
"Sabaton",2015-06-27 00:00:00.000,"Festivalområdet Bråvalla","Norrköping, Östergötland, Sweden",1102
"Sabaton",2015-07-16 00:00:00.000,"Messegelände","Balingen, Germany",1100
"Sabaton",2015-03-06 00:00:00.000,"Ray Just Arena","Moscow, Russian Federation",1072
"Sabaton",2015-03-07 00:00:00.000,"Aurora Club","St. Petersburg, Russian Federation",1071
"Sabaton",2015-03-08 00:00:00.000,"Arena Hall","Krasnodar, Russian Federation",1070
"Sabaton",2015-03-10 00:00:00.000,"Otdyh","Novosibirsk, Russian Federation",1069
"Sabaton",2015-03-12 00:00:00.000,"Tele Club","Yekaterinburg, Russian Federation",1068
"Sabaton",2015-03-13 00:00:00.000,"Re:Public","Minsk, Minsk City, Belarus",1067
"Sabaton",2015-03-14 00:00:00.000,"Forum Palace","Vilnius, Vilnius, Lithuania",1066
"Sabaton",2015-03-15 00:00:00.000,"Club FACTORY","Tallinn, Estonia",1065
"Sabaton",2015-03-18 00:00:00.000,"Rytmikorjaamo","Seinajoki, Finland",1064
"Sabaton",2015-03-19 00:00:00.000,"Circus","Helsinki, Uusimaa, Finland",1063
"Sabaton",2015-03-20 00:00:00.000,"Pakkahuone Hall","Tampere, Pirkanmaa, Finland",1061
"Sabaton",2015-03-21 00:00:00.000,"Ravintola Kerubi","Joensuu, Finland",1059
"Sabaton",2015-03-25 00:00:00.000,"Byscena","Trondheim, Trøndelag, Norway",1058
"Sabaton",2015-03-27 00:00:00.000,"Sentrum Scene","Oslo, Oslo, Norway",1057
"Sabaton",2015-03-28 00:00:00.000,"Rokeriet USF","Bergen, Vestland, Norway",1056
"Sabaton",2015-03-29 00:00:00.000,"Stavangeren Kulturscene","Stavanger, Rogaland, Norway",1055
"Sabaton",2015-01-20 00:00:00.000,"Miedzynarodowe Targi Poznanskie","Poznan, Greater Poland, Poland",1051
"Sabaton",2015-01-22 00:00:00.000,"Hala Wisla","Kraków, Lesser Poland, Poland",1050
"Sabaton",2015-01-23 00:00:00.000,"Central Sports Centre Torwar","Warsaw, Mazovia, Poland",1049
"Sabaton",2015-01-24 00:00:00.000,"Hala Orbita","Wroclaw, Lower Silesia, Poland",1048
"Sabaton",2014-12-07 00:00:00.000,"The Academy","Dublin, Leinster, Ireland",1033
"Sabaton",2014-12-09 00:00:00.000,"The Slade Rooms","Wolverhampton, England, United Kingdom",1031
"Sabaton",2014-12-11 00:00:00.000,"Le Bikini","Toulouse, Occitanie, France",1030
"Sabaton",2014-12-12 00:00:00.000,"Santana 27","Bilbao, Basque Country, Spain",1028
"Sabaton",2014-12-13 00:00:00.000,"Sala La Riviera","Madrid, Madrid, Spain",1027
"Sabaton",2014-12-17 00:00:00.000,"Sala Razzmatazz","Barcelona, Catalonia, Spain",1024
"Sabaton",2014-12-18 00:00:00.000,"Transbordeur","Lyon, Auvergne-Rhône-Alpes, France",1023
"Sabaton",2014-12-19 00:00:00.000,"Les Docks","Lausanne, Vaud, Switzerland",1022
"Sabaton",2014-12-20 00:00:00.000,"La Laiterie","Strasbourg, Grand Est, France",1021
"Sabaton",2015-01-10 00:00:00.000,"Eventhalle","Geiselwind, Germany",1018
"Sabaton",2014-11-10 00:00:00.000,"Whisky a Go Go","West Hollywood, California, United States",1001
"Sabaton",2014-11-23 00:00:00.000,"Silja Galaxy","Stockholm, Stockholm, Sweden",1000
"Sabaton",2014-11-25 00:00:00.000,"VEGA","Copenhagen, Capital Region, Denmark",999
"Sabaton",2014-11-27 00:00:00.000,"L'Aeronef","Lille, Hauts-de-France, France",998
"Sabaton",2014-11-29 00:00:00.000,"Concorde 2","Brighton, England, United Kingdom",996
"Sabaton",2014-12-03 00:00:00.000,"Weymouth Pavilion","Weymouth, United Kingdom",993
"Sabaton",2014-12-05 00:00:00.000,"Queen Margaret Union","Glasgow, Scotland, United Kingdom",991
"Sabaton",2014-12-06 00:00:00.000,"The Academy","Dublin, Leinster, Ireland",990
"Sabaton",2014-10-09 00:00:00.000,"The Slade Rooms","Wolverhampton, England, United Kingdom",985
"Sabaton",2014-09-04 00:00:00.000,"Discoteca Céntrica","Lima, Lima, Peru",966
"Sabaton",2014-09-05 00:00:00.000,"Kmasú Premiere","Santiago, Santiago Metropolitan, Chile",965
"Sabaton",2014-09-07 00:00:00.000,"Carioca Club - Pinheiros","São Paulo, São Paulo, Brazil",964
"Sabaton",2014-09-11 00:00:00.000,"Centro Cultural Manzana de la Rivera","Asunción, Paraguay",962
"Sabaton",2014-09-12 00:00:00.000,"Music Hall","Curitiba, Paraná, Brazil",961
"Sabaton",2014-09-13 00:00:00.000,"Tendencies Rock Festival","Palmas, Brazil",960
"Sabaton",2014-09-14 00:00:00.000,"Cultural Bar","Juiz de Fora, Brazil",959
"Sabaton",2014-09-16 00:00:00.000,"Teatro gacemss","Volta Redonda, Brazil",958
"Sabaton",2014-09-17 00:00:00.000,"Teatro Rival","Rio de Janeiro, Rio de Janeiro, Brazil",957
"Sabaton",2014-09-19 00:00:00.000,"Bar Da Montanha","Limeira, Brazil",956
"Sabaton",2014-09-20 00:00:00.000,"Visions of Rock Festival","Caruaru, Brazil",955
"Sabaton",2014-09-21 00:00:00.000,"Granfinos","Belo Horizonte, Minas Gerais, Brazil",954
"Sabaton",2014-07-13 00:00:00.000,"Petrovaradin","Novi Sad, Vojvodina, Serbia",946
"Sabaton",2014-07-18 00:00:00.000,"Backstage","Helsinki, Uusimaa, Finland",945
"Sabaton",2014-07-19 00:00:00.000,"Sokos Hotel Vuokatti","Vuokatti, Finland",944
"Sabaton",2014-07-25 00:00:00.000,"Sotočje","Tolmin, Tolmin, Slovenia",942
"Sabaton",2014-07-21 00:00:00.000,"Sotočje","Tolmin, Tolmin, Slovenia",942
"Sabaton",2014-08-09 00:00:00.000,"Östervångsstadion","Trelleborg, Sweden",935
"Sabaton",2014-08-21 00:00:00.000,"Vaksala Torg","Uppsala, Uppsala, Sweden",932
"Sabaton",2014-08-22 00:00:00.000,"Folkets Park","Norrköping, Östergötland, Sweden",931
"Sabaton",2014-08-23 00:00:00.000,"Mariebergsparken","Karlstad, Värmland, Sweden",930
"Sabaton",2014-08-29 00:00:00.000,"Stadion","Straszęcin, Poland",929
"Sabaton",2014-08-30 00:00:00.000,"Błonia Nadwiślańskie","Grudziądz, Kujawsko-Pomorskie, Poland",928
"Sabaton",2014-09-03 00:00:00.000,"Ozzy Company","Bogotá, Bogota D.C., Colombia",927
"Sabaton",2014-05-24 00:00:00.000,"Brickebackens IP","Örebro, Örebro, Sweden",926
"Sabaton",2014-05-25 00:00:00.000,"Bengans","Gothenburg, Västra Götaland, Sweden",925
"Sabaton",2014-06-02 00:00:00.000,"Spotify Office","Stockholm, Stockholm, Sweden",920
"Sabaton",2014-06-06 00:00:00.000,"Leppävaaran urheilupuisto","Espoo, Finland",918
"Sabaton",2014-06-13 00:00:00.000,"Flugplatz Interlaken","Matten bei Interlaken, Switzerland",911
"Sabaton",2014-06-14 00:00:00.000,"Dreamhack","Jönköping, Sweden",910
"Sabaton",2014-06-15 00:00:00.000,"Donington Park","Castle Donington, England, United Kingdom",909
"Sabaton",2014-06-20 00:00:00.000,"Val de Moine Sport Complex","Clisson, Pays de la Loire, France",900
"Sabaton",2014-06-21 00:00:00.000,"Fredriksten Festning","Halden, Norway",899
"Sabaton",2014-06-26 00:00:00.000,"Piešťany Airport / Letisko Piešťany","Piestany, Slovak Republic",897
"Sabaton",2014-07-05 00:00:00.000,"Parc de Can Zam","Santa Coloma de Gramenet, Spain",889
"Sabaton",2014-07-04 00:00:00.000,"Parc de Can Zam","Santa Coloma de Gramenet, Spain",889
"Sabaton",2014-07-05 00:00:00.000,"Parc de Can Zam","Santa Coloma de Gramenet, Spain",888
"Sabaton",2014-07-10 00:00:00.000,"Flughafen Ballenstedt","Ballenstedt, Germany",886
"Sabaton",2014-07-11 00:00:00.000,"Masters Of Rock","Vizovice, Zlín, Czechia",885
"Sabaton",2014-07-12 00:00:00.000,"Rockmaraton Fesztivál","Pécs, Hungary",884
"Sabaton",2014-05-17 00:00:00.000,"Circo Volador","Mexico City, Mexico City, Mexico",864
"Sabaton",2013-12-07 00:00:00.000,"Finca La Lucha","Desamparados, Costa Rica",863
"Sabaton",2013-12-15 00:00:00.000,"Eventhalle, EventZentrum Strohofer Geiselwind","Geiselwind, Germany",861
"Sabaton",2013-12-13 00:00:00.000,"Eventhalle, EventZentrum Strohofer Geiselwind","Geiselwind, Germany",861
"Sabaton",2013-12-13 00:00:00.000,"Stadthalle","Dietikon, Switzerland",860
"Sabaton",2013-12-14 00:00:00.000,"Eindhoven Metal Meeting","Eindhoven, North Brabant, Netherlands",859
"Sabaton",2013-07-26 00:00:00.000,"Areál Vesec","Liberec, Czechia",837
"Sabaton",2013-07-28 00:00:00.000,"RockBeach Park","Balatonszemes, Hungary",835
"Sabaton",2013-08-09 00:00:00.000,"Polideportivo Municipal de Villena","Villena, Spain",822
"Sabaton",2013-09-06 00:00:00.000,"La Respuesta","San Juan, San Juan, Puerto Rico",815
"Sabaton",2013-11-28 00:00:00.000,"Silja Galaxy","Stockholm, Stockholm, Sweden",811
"Sabaton",2013-05-17 00:00:00.000,"Lotnisko - Muzeum Lotnictwa","Kraków, Poland",806
"Sabaton",2013-05-18 00:00:00.000,"Dom Kultury Słowianin","Szczecin, West Pomerania, Poland",805
"Sabaton",2013-05-23 00:00:00.000,"Stora Scenen","Stockholm, Stockholm, Sweden",804
"Sabaton",2013-06-01 00:00:00.000,"Eventzentrum Strohofer","Geiselwind, Germany",802
"Sabaton",2013-06-09 00:00:00.000,"Ratinan Stadion","Tampere, Pirkanmaa, Finland",798
"Sabaton",2013-06-14 00:00:00.000,"Pannonia Fields II","Nickelsdorf, Burgenland, Austria",795
"Sabaton",2013-06-15 00:00:00.000,"Refshaleøen","Copenhagen, Capital Region, Denmark",794
"Sabaton",2013-07-05 00:00:00.000,"Göteborg Galopp","Gothenburg, Västra Götaland, Sweden",789
"Sabaton",2013-07-16 00:00:00.000,"SKK Arena","St. Petersburg, Russian Federation",784
"Sabaton",2013-03-13 00:00:00.000,"Tvornica","Zagreb, City of Zagreb, Croatia",781
"Sabaton",2013-03-15 00:00:00.000,"Eightball Club","Thessaloníki, Greece",780
"Sabaton",2013-03-19 00:00:00.000,"Jukebox","Bucharest, Bucureşti, Romania",776
"Sabaton",2013-03-20 00:00:00.000,"Dom Omladine Beograda","Belgrade, Central Serbia, Serbia",775
